Chemical Information										Mixture Information				exact mass		theoretical m/z			measured m/z			Ion mobilty			Chromatography				NAPS RT Pre																					NAPS RT Post																			
ChEBI name	ChEBI	KEGG	HMDB	LipidMaps	SMILES	InChI	InChIKey	formula		Chemical Exposome	Mixture	Mix Name		M		[M+H]+	[M+Na]+		[M+H]+	[M+Na]+		CCS [M+H]+	CCS [M+Na]+		RT (apex)	RT (minim)	RT (maxim)		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20
Acetylcarnosine	CHEBI:172509		HMDB0012881		CC(=O)NCCC(=O)N[C@H](CC1=CN=CN1)C(O)=O	InChI=1S/C11H16N4O4/c1-7(16)13-3-2-10(17)15-9(11(18)19)4-8-5-12-6-14-8/h5-6,9H,2-4H2,1H3,(H,12,14)(H,13,16)(H,15,17)(H,18,19)/t9-/m1/s1	BKAYIFDRRZZKNF-SECBINFHSA-N	C11H16N4O4		Human Endosome	1.2	Human Endosome_1.2		268.117155		269.124431	291.106375		269.1257	291.1067					0.455	0.415	0.584		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
N(4)-acetylcytidine	CHEBI:70989		HMDB0005923		CC(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C11H15N3O6/c1-5(16)12-7-2-3-14(11(19)13-7)10-9(18)8(17)6(4-15)20-10/h2-3,6,8-10,15,17-18H,4H2,1H3,(H,12,13,16,19)/t6-,8-,9-,10-/m1/s1	NIDVTARKFBZMOT-PEBGCTIMSA-N	C11H15N3O6		Human Endosome	1.2	Human Endosome_1.2		285.0960852		286.1033612	308.0853052		286.1041	308.0856					1.023	0.945	1.213		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
cytidine 5'-monophosphate	CHEBI:17361	C00055	HMDB0000095		NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	IERHLVCPSMICTF-XVFCMESISA-N	C9H14N3O8P		Human Endosome	1.2	Human Endosome_1.2		323.051851		324.059127	346.041071		324.0593	346.0405					0.435	0.395	0.604		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
IMP	CHEBI:17202	C00130	HMDB0000175		O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O	InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	GRSZFWQUAKGDAV-KQYNXXCUSA-N	C10H13N4O8P		Human Endosome	1.2	Human Endosome_1.2		348.0471		349.054376	371.03632		349.0548	Not detected					0.494	0.425	1.053		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
folic acid	CHEBI:27470	C00504	HMDB0000121		NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1	InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/t12-/m0/s1	OVBPIULPVIDEAO-LBPRGKRZSA-N	C19H19N7O6		Human Endosome	1.2	Human Endosome_1.2		441.1396813		442.1469573	464.1289013		442.1475	464.1287					2.938	2.888	3.108		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
CDP-choline(1+)	CHEBI:49086	C00307	HMDB0001413		C[N+](C)(C)CCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O	InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/p+1/t9-,11-,12-,13-/m1/s1	RZZPDXZPRHQOCG-OJAKKHQRSA-O	C14H27N4O11P2		Human Endosome	1.2	Human Endosome_1.2		489.1151559		490.1224319	512.1043759		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
NAD zwitterion	CHEBI:44215	C00003	HMDB0000902		NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O	InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	BAWFJGJZGIEFAR-NNYOXOHSSA-N	C21H27N7O14P2		Human Endosome	1.2	Human Endosome_1.2		663.1091218		664.1163978	686.0983418		664.1177	Detected with low intensity					0.445	0.405	0.674		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
NADH	CHEBI:16908	C00004	HMDB0001487		NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O	InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1	BOPGDPNILDQYTO-NNYOXOHSSA-N	C21H29N7O14P2		Human Endosome	1.2	Human Endosome_1.2		665.1247719		666.1320479	688.1139919		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
D-alanine	CHEBI:15570	C00133	HMDB0001310		C[C@@H](N)C(O)=O	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1	QNAYBMKLOCPYGJ-UWTATZPHSA-N	C3H7NO2		Human Endosome	1.3	Human Endosome_1.3		89.04767846		90.05495446	112.0368985		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
2-aminoisobutyric acid	CHEBI:27971	C03665	HMDB0001906		CC(C)(N)C(O)=O	InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)	FUOOLUPWFVMBKG-UHFFFAOYSA-N	C4H9NO2		Human Endosome	1.3	Human Endosome_1.3		103.0633285		104.0706045	126.0525485		104.071	Not detected					0.472	0.402	0.522		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
L-cysteine	CHEBI:17561	C00097	HMDB0000574		N[C@@H](CS)C(O)=O	InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1	XUJNEKJLAYXESH-REOHCLBHSA-N	C3H7NO2S		Human Endosome	1.3	Human Endosome_1.3		121.0197495		122.0270255	144.0089695		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
D-asparagine	CHEBI:28159	C01905	HMDB0033780		N[C@H](CC(N)=O)C(O)=O	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m1/s1	DCXYFEDJOCDNAF-UWTATZPHSA-N	C4H8N2O3		Human Endosome	1.3	Human Endosome_1.3		132.0534921		133.0607681	155.0427121		133.0611	155.0428					0.422	0.382	0.552		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
L-ornithine	CHEBI:15729	C00077	HMDB0000214		NCCC[C@H](N)C(O)=O	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	AHLPHDHHMVZTML-BYPYZUCNSA-N	C5H12N2O2		Human Endosome	1.3	Human Endosome_1.3		132.0898776		133.0971536	155.0790976		133.097	Detected with low intensity					0.392	0.362	0.592		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
L-arginine	CHEBI:16467	C00062	HMDB0000517		N[C@@H](CCCNC(N)=N)C(O)=O	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	ODKSFYDXXFIFQN-BYPYZUCNSA-N	C6H14N4O2		Human Endosome	1.3	Human Endosome_1.3		174.1116757		175.1189517	197.1008957		175.1194	197.1012					0.412	0.363	0.542		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
N-carbamoylaspartic acid	CHEBI:64850				NC(=O)NC(CC(O)=O)C(O)=O	InChI=1S/C5H8N2O5/c6-5(12)7-2(4(10)11)1-3(8)9/h2H,1H2,(H,8,9)(H,10,11)(H3,6,7,12)	HLKXYZVTANABHZ-UHFFFAOYSA-N	C5H8N2O5		Human Endosome	1.3	Human Endosome_1.3		176.0433214		177.0505974	199.0325414		177.051	199.0327					0.472	0.432	0.642		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
N(2)-acetyl-L-lysine	CHEBI:35704	C12989	HMDB0000446		CC(=O)N[C@@H](CCCCN)C(O)=O	InChI=1S/C8H16N2O3/c1-6(11)10-7(8(12)13)4-2-3-5-9/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1	VEYYWZRYIYDQJM-ZETCQYMHSA-N	C8H16N2O3		Human Endosome	1.3	Human Endosome_1.3		188.1160924		189.1233684	211.1053124		189.1242	211.1054					0.442	0.395	0.632		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
N-acetyl-L-glutamic acid	CHEBI:17533	C00624	HMDB0001138		CC(=O)N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1	RFMMMVDNIPUKGG-YFKPBYRVSA-N	C7H11NO5		Human Endosome	1.3	Human Endosome_1.3		189.0637225		190.0709985	212.0529425		190.0713	212.0528					0.582	0.502	0.761		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
isocitric acid	CHEBI:30887	C00311	HMDB0000193		OC(C(CC(O)=O)C(O)=O)C(O)=O	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)	ODBLHEXUDAPZAU-UHFFFAOYSA-N	C6H8O7		Human Endosome	1.3	Human Endosome_1.3		192.0270026		193.0342786	215.0162226		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
L-dopa	CHEBI:15765	C00355	HMDB0000181		N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1	WTDRDQBEARUVNC-LURJTMIESA-N	C9H11NO4		Human Endosome	1.3	Human Endosome_1.3		197.0688078		198.0760838	220.0580278		198.0765	Not detected					0.502	0.462	0.612		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
D-glucopyranose 6-phosphate	CHEBI:4170	C00092	HMDB0001401		OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6?/m1/s1	NBSCHQHZLSJFNQ-GASJEMHNSA-N	C6H13O9P		Human Endosome	1.3	Human Endosome_1.3		260.0297186		261.0369946	283.0189386		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
guanosine	CHEBI:16750	C00387	HMDB0000133		NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1	NYHBQMYGNKIUIF-UUOKFMHZSA-N	C10H13N5O5		Human Endosome	1.3	Human Endosome_1.3		283.0916685		284.0989445	306.0808885		284.0996	Not detected					0.632	0.488	0.821		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
N-acetyl-beta-neuraminic acid	CHEBI:45744	C19910	HMDB0000230		[H][C@]1(O[C@@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11-/m0/s1	SQVRNKJHWKZAKO-PFQGKNLYSA-N	C11H19NO9		Human Endosome	1.3	Human Endosome_1.3		309.1059812		310.1132572	332.0952012		310.1139	332.0946					0.442	0.402	0.622		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
lactulose	CHEBI:6359	C07064	HMDB0000740		OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-/m1/s1	JCQLYHFGKNRPGE-FCVZTGTOSA-N	C12H22O11		Human Endosome	1.3	Human Endosome_1.3		342.1162115		343.1234875	365.1054315		Not detected	365.106					0.422	0.382	0.552		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
UDP	CHEBI:17659		HMDB0000295		O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	InChI=1S/C9H14N2O12P2/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	XCCTYIAWTASOJW-XVFCMESISA-N	C9H14N2O12P2		Human Endosome	1.3	Human Endosome_1.3		404.0021971		405.0094731	426.9914171		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
thiamine(1+) diphosphate	CHEBI:9532	C00068	HMDB0001372		CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N	InChI=1S/C12H18N4O7P2S/c1-8-11(3-4-22-25(20,21)23-24(17,18)19)26-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7H,3-4,6H2,1-2H3,(H4-,13,14,15,17,18,19,20,21)/p+1	AYEKOFBPNLCAJY-UHFFFAOYSA-O	C12H19N4O7P2S		Human Endosome	1.3	Human Endosome_1.3		425.0449682		426.0522442	448.0341882		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
UTP	CHEBI:15713	C00075	HMDB0000285		O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	InChI=1S/C9H15N2O15P3/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	PGAVKCOVUIYSFO-XVFCMESISA-N	C9H15N2O15P3		Human Endosome	1.3	Human Endosome_1.3		483.9685277		484.9758037	506.9577477		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
alpha-D-Glcp-(1->4)-alpha-D-Glcp-(1->4)-D-Glcp	CHEBI:140999	C01835	HMDB0001262		OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1	FYGDTMLNYKFZSV-DZOUCCHMSA-N	C18H32O16		Human Endosome	1.3	Human Endosome_1.3		504.1690349		505.1763109	527.1582549		Not detected	527.1582					0.422	0.382	0.522		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
UDP-alpha-D-glucose	CHEBI:46229	C00029	HMDB0060079		OC[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14-/m1/s1	HSCJRCZFDFQWRP-JZMIEXBBSA-N	C15H24N2O17P2		Human Endosome	1.3	Human Endosome_1.3		566.0550206		567.0622966	589.0442406		Not detected	Not detected									0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
glycine	CHEBI:15428	C00037	HMDB0000123		NCC(O)=O	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)	DHMQDGOQFOQNFH-UHFFFAOYSA-N	C2H5NO2		Human Endosome	1.4	Human Endosome_1.4		75.0320284		76.0393044	98.0212484		76.0392						0.43	0.39	0.55		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
creatine	CHEBI:16919	C00300	HMDB0000064		CN(CC(O)=O)C(N)=N	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	CVSVTCORWBXHQV-UHFFFAOYSA-N	C4H9N3O2		Human Endosome	1.4	Human Endosome_1.4		131.0694765		132.0767525	154.0586965		132.0769	154.0585					0.44	0.39	0.57		0.445	0.475	0.565	0.864	2.071	3.407	4.125	4.694	5.192	5.651	6.07	6.489	6.888	7.287	7.676	8.055	8.434	8.803	9.142	9.471		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.81	9.149	9.478
